Year,Month,Weekday,Site,ED Enc,ED Enc Admitted
2022,5.9,6,A,133,44
2024,8.4,2,B,191,52
2021,5.333333333333333,2,C,93,31
2021,7.566666666666666,7,A,126,43
2019,11.9,4,A,106,32
2020,12.366666666666667,6,B,126,37
2020,12.166666666666666,7,B,150,25
2018,8.6,7,B,162,37
2018,12.533333333333333,1,B,150,29
2025,5.066666666666666,6,B,193,35
2022,5.9,6,B,176,55
2018,4.333333333333333,3,A,120,39
2021,3.8666666666666667,6,D,57,5
2025,6.433333333333334,6,A,106,31
2021,12.966666666666667,4,A,155,52
2024,12.033333333333333,1,A,113,30
2022,7.933333333333334,5,D,82,9
2025,5.433333333333334,3,B,160,45
2023,12.1,1,A,113,33
2018,4.133333333333334,4,C,74,25
2018,6.733333333333333,6,A,110,32
2019,5.733333333333333,4,D,65,11
2019,9.5,1,D,82,16
2021,6.533333333333333,4,A,108,23
2025,1.0333333333333334,4,B,193,71
2020,5.9,4,A,101,32
2022,12.0,4,A,110,31
2025,3.6666666666666665,5,A,116,38
2019,5.966666666666667,4,B,181,50
2022,8.333333333333334,4,A,118,39
2019,9.666666666666666,6,B,153,30
2018,9.8,2,C,87,33
2018,9.633333333333333,4,A,123,26
2020,2.8,2,C,115,40
2020,12.9,1,C,80,29
2021,5.7,6,D,71,10
2019,10.3,4,A,115,35
2022,7.766666666666667,7,C,104,26
2024,5.7,3,B,192,62
2024,5.6,7,D,78,12
2023,13.0,7,A,150,42
2021,3.3666666666666667,5,D,62,14
2024,9.7,7,D,62,8
2020,8.833333333333334,3,A,114,45
2024,1.8333333333333335,5,A,115,38
2024,10.066666666666666,4,A,117,39
2018,2.6333333333333333,2,B,145,32
2019,2.5666666666666664,1,A,127,35
2019,9.366666666666667,4,B,151,35
2024,8.5,5,D,80,22
2025,1.5,4,D,72,15
2018,4.733333333333333,1,A,125,40
2022,1.3666666666666667,3,A,148,48
2023,10.766666666666666,2,B,174,36
2019,5.266666666666667,4,A,117,27
2019,5.333333333333333,6,A,116,36
2022,11.833333333333334,6,C,92,26
2020,1.3333333333333333,6,B,125,32
2019,8.266666666666667,5,A,122,45
2025,4.6,6,A,126,51
2025,2.2333333333333334,6,D,53,8
2023,5.6,5,D,69,10
2020,5.9,4,B,149,61
2021,11.8,4,A,119,32
2022,1.2666666666666666,7,B,180,36
2019,7.166666666666667,6,C,106,35
2019,6.966666666666667,7,A,114,35
2020,1.4333333333333333,2,B,154,34
2023,11.6,7,B,190,55
2024,1.3333333333333333,4,D,74,9
2018,3.033333333333333,5,C,79,25
2020,11.933333333333334,7,B,173,36
2021,6.433333333333334,1,C,104,37
2024,10.1,5,C,107,40
2022,8.566666666666666,4,C,90,26
2025,6.9,6,C,101,28
2018,12.633333333333333,4,D,64,13
2024,12.633333333333333,5,A,131,46
2021,12.1,6,C,101,22
2019,9.4,5,C,87,29
2019,7.466666666666667,1,A,131,45
2020,8.3,1,A,122,34
2019,2.1,1,B,134,44
2018,5.866666666666667,7,B,176,38
2023,1.0666666666666667,2,D,84,8
2025,3.8666666666666667,4,D,56,7
2022,2.3,4,C,86,29
2018,2.0,4,D,69,11
2018,6.0,5,B,145,43
2021,8.633333333333333,5,A,126,38
2025,4.633333333333333,7,C,106,29
2019,5.466666666666667,3,D,87,21
2023,10.2,6,D,74,5
2020,11.3,2,A,98,37
2018,2.8333333333333335,1,B,158,39
2023,6.266666666666667,5,B,158,38
2023,7.933333333333334,6,A,95,38
2020,11.2,6,A,123,27
2022,12.0,4,D,87,8
2022,4.5,6,A,111,26
2023,11.666666666666666,2,D,60,7
2025,1.3333333333333333,6,B,185,47
2023,5.7,1,C,110,42
2021,12.7,3,C,90,30
2021,7.9,3,D,93,13
2025,2.5666666666666664,2,D,70,11
2024,10.333333333333334,5,B,191,42
2023,11.666666666666666,2,A,107,35
2022,4.3,7,A,111,35
2020,3.7666666666666666,2,D,47,9
2024,1.9333333333333333,1,D,70,10
2021,9.1,6,D,74,7
2020,6.266666666666667,2,A,125,41
2019,2.9,4,B,125,39
2018,10.733333333333333,2,C,76,27
2024,9.9,6,C,125,37
2018,9.3,1,C,98,33
2025,5.966666666666667,5,D,69,14
2022,11.3,4,D,62,14
2018,4.8,3,B,143,38
2023,3.1666666666666665,1,D,70,15
2018,10.933333333333334,1,D,89,20
2021,12.633333333333333,1,A,137,39
2018,9.833333333333334,3,C,88,33
2019,9.366666666666667,4,A,120,39
2019,6.433333333333334,5,A,137,45
2019,12.733333333333333,1,A,131,41
2021,12.233333333333333,3,A,139,38
2020,9.6,6,D,99,14
2024,9.666666666666666,6,B,192,44
2022,7.6,2,C,113,29
2018,11.5,5,B,147,43
2022,12.533333333333333,6,C,132,38
2023,1.7333333333333334,1,A,138,35
2018,7.633333333333333,5,A,108,23
2020,5.733333333333333,6,C,101,27
2025,2.5666666666666664,2,B,169,44
2022,8.0,1,A,150,42
2019,5.666666666666667,2,B,159,35
2021,10.766666666666666,7,A,127,47
2023,12.566666666666666,1,C,94,32
2024,10.633333333333333,7,D,84,18
2018,4.433333333333334,6,B,154,40
2024,7.666666666666667,7,D,73,11
2024,11.566666666666666,1,C,121,42
2019,10.633333333333333,7,D,82,16
2021,7.8,7,D,67,9
2025,3.5,7,B,181,39
2025,5.933333333333334,4,A,122,30
2024,1.3333333333333333,4,C,84,26
2021,11.4,6,A,120,30
2023,5.266666666666667,2,A,128,42
2018,3.2,3,B,159,37
2024,4.0,7,A,112,29
2023,6.766666666666667,6,B,160,40
2025,4.5,3,B,153,39
2019,5.733333333333333,4,B,145,40
2019,6.4,4,B,153,38
2025,5.1,7,A,109,38
2023,1.9666666666666668,1,D,69,8
2021,1.3333333333333333,1,C,89,24
2022,10.933333333333334,6,C,104,34
2020,3.966666666666667,1,C,56,22
2019,6.9,5,B,165,45
2018,12.3,1,B,183,39
2023,4.933333333333334,6,B,186,37
2024,1.1333333333333333,5,B,195,44
2020,1.4666666666666668,3,C,79,27
2019,7.6,5,A,103,21
2023,10.2,6,C,99,29
2022,3.8333333333333335,6,A,94,25
2024,7.033333333333333,2,A,136,42
2025,8.266666666666667,6,A,128,37
2018,12.266666666666667,7,C,90,22
2021,2.466666666666667,1,C,79,27
2021,6.866666666666667,7,C,116,29
2023,4.7,6,B,158,35
2022,5.3,2,C,83,26
2022,12.966666666666667,5,A,115,41
2025,5.666666666666667,3,D,72,14
2020,10.566666666666666,7,B,158,36
2020,10.833333333333334,1,B,138,48
2024,4.466666666666667,1,C,98,30
2024,7.1,4,A,107,36
2021,3.533333333333333,3,B,155,31
2022,7.933333333333334,5,C,89,34
2024,2.2333333333333334,4,A,117,43
2018,2.8,7,C,98,28
2023,4.4,4,A,136,46
2024,7.333333333333333,4,B,197,55
2023,11.633333333333333,1,C,102,30
2022,9.233333333333333,4,D,83,20
2023,7.566666666666666,2,B,185,48
2023,11.7,3,A,129,50
2020,11.766666666666666,2,C,86,25
2018,11.833333333333334,1,B,172,39
2024,11.566666666666666,1,B,198,65
2025,1.8,6,B,179,44
2025,2.533333333333333,1,D,78,14
2025,6.2,6,B,177,36
2022,12.833333333333334,1,B,174,44
2024,11.333333333333334,1,A,128,48
2020,4.233333333333333,3,A,80,26
2024,11.466666666666667,5,C,107,29
2021,8.9,6,A,125,38
2019,7.833333333333333,5,A,134,38
2023,1.8666666666666667,5,C,123,35
2023,4.533333333333333,1,A,116,41
2024,3.0,5,B,194,47
2019,1.1666666666666667,7,B,143,40
2024,7.6,5,A,124,35
2020,8.333333333333334,2,B,146,38
2025,6.866666666666667,5,A,147,55
2021,10.133333333333333,2,C,115,34
2018,9.366666666666667,3,B,175,47
2024,7.4,6,B,164,47
2022,5.433333333333334,6,C,93,27
2021,11.333333333333334,4,B,148,36
2019,11.666666666666666,4,A,117,36
2022,10.666666666666666,5,C,105,36
2021,11.0,1,A,133,37
2019,3.0,5,D,53,12
2023,6.8,7,D,68,11
2024,12.633333333333333,5,D,86,15
2020,3.2666666666666666,1,B,168,43
2024,2.5,5,A,124,49
2019,1.7666666666666666,4,B,131,28
2020,1.7333333333333334,4,D,67,9
2021,11.766666666666666,3,D,59,11
2023,12.066666666666666,7,A,143,45
2022,7.833333333333333,2,D,86,14
2023,6.5,5,B,161,38
2019,5.366666666666666,7,C,82,32
2021,7.666666666666667,3,C,81,25
2020,3.3666666666666667,4,D,69,14
2018,12.233333333333333,6,B,127,30
2020,2.5,7,C,115,23
2025,2.3333333333333335,2,A,104,30
2022,12.866666666666667,2,C,128,35
2019,10.933333333333334,2,D,77,14
2023,10.866666666666667,5,D,73,17
2025,8.866666666666667,3,C,113,35
2024,5.933333333333334,3,A,139,43
2021,9.166666666666666,1,C,118,27
2024,5.3,5,B,155,48
2023,6.766666666666667,6,A,108,30
2021,12.266666666666667,4,C,100,30
2022,9.6,1,B,189,47
2018,1.0,1,C,105,31
2022,6.0,2,B,196,52
2021,8.533333333333333,2,C,105,34
2023,10.233333333333333,7,D,73,8
2022,8.0,7,D,90,9
2021,8.0,6,B,169,38
2018,12.433333333333334,5,A,120,39
2022,3.8333333333333335,6,D,57,7
2019,5.6,7,B,159,35
2023,4.0,6,D,61,14
2019,11.0,5,D,62,13
2021,10.466666666666667,5,B,150,30
2025,8.366666666666667,2,B,189,55
2019,7.433333333333334,7,D,93,18
2018,11.566666666666666,7,B,161,24
2022,12.6,1,A,117,38
2021,6.833333333333333,6,A,115,31
2022,4.166666666666667,3,C,89,22
2020,11.433333333333334,6,D,81,17
2021,10.066666666666666,7,D,84,8
2020,10.3,6,B,177,39
2020,5.3,7,A,82,26
2019,10.6,6,A,116,40
2023,7.133333333333334,3,A,132,41
2018,9.0,5,B,152,36
2025,8.533333333333333,7,A,109,35
2024,3.466666666666667,5,C,94,36
2020,5.4,3,A,88,33
2019,5.9,2,D,98,16
2019,1.2666666666666666,3,D,63,14
2025,7.366666666666666,6,A,115,28
2018,3.8333333333333335,1,A,124,35
2020,6.9,7,B,183,50
2021,13.0,5,D,64,5
2021,9.933333333333334,3,C,84,27
2022,12.7,4,D,60,14
2023,4.966666666666667,7,C,110,33
2018,1.5,2,B,148,39
2019,8.033333333333333,5,B,150,29
2019,12.066666666666666,2,A,127,29
2018,5.0,2,D,69,12
2023,12.1,1,D,69,9
2020,4.0,3,B,101,33
2018,3.9,3,B,137,33
2019,7.9,7,B,174,45
2023,7.333333333333333,2,D,69,7
2025,7.766666666666667,4,D,67,13
2019,8.0,4,A,115,42
2021,12.366666666666667,7,B,188,40
2024,11.4,3,B,172,37
2025,8.166666666666666,3,C,94,31
2024,12.066666666666666,2,B,176,52
2021,5.0,6,C,81,18
2024,10.733333333333333,3,C,107,40
2018,9.366666666666667,3,D,66,15
2021,12.9,2,A,133,42
2021,2.8666666666666667,6,D,83,13
2020,11.666666666666666,6,B,128,30
2022,11.366666666666667,6,C,87,30
2018,8.566666666666666,6,B,162,33
2023,10.333333333333334,3,D,69,16
2023,12.433333333333334,4,A,123,44
2024,8.266666666666667,5,B,180,50
2022,6.733333333333333,4,D,75,14
2024,11.133333333333333,2,A,117,38
2018,2.5666666666666664,7,A,140,34
2020,10.233333333333333,4,B,185,45
2024,7.466666666666667,1,B,217,59
2025,6.666666666666667,6,C,94,22
2019,6.266666666666667,7,B,181,34
2018,4.3,2,B,160,54
2025,7.166666666666667,7,B,196,58
2023,7.5,7,A,112,30
2025,5.733333333333333,5,B,172,41
2020,8.033333333333333,7,C,86,22
2021,8.633333333333333,5,D,81,11
2022,7.166666666666667,3,B,175,43
2024,1.9666666666666668,2,B,193,34
2025,3.6333333333333333,4,B,179,47
2025,2.7,6,A,125,46
2021,4.433333333333334,3,B,141,44
2024,11.166666666666666,3,D,78,11
2019,11.166666666666666,3,A,117,28
2020,4.166666666666667,1,D,51,13
2025,7.833333333333333,6,D,83,7
2018,2.7,4,A,110,38
2024,12.766666666666666,2,B,152,27
2021,11.6,5,B,157,52
2024,3.533333333333333,7,A,113,41
2020,1.0666666666666667,5,C,106,28
2023,8.533333333333333,4,C,104,37
2019,2.7,5,D,63,7
2024,3.9,4,C,96,31
2022,4.066666666666666,7,A,98,24
2018,11.1,7,C,78,30
2023,2.2666666666666666,4,B,160,44
2019,10.933333333333334,2,B,138,39
2020,4.466666666666667,3,C,52,19
2018,8.133333333333333,7,C,90,22
2020,4.366666666666666,7,D,39,8
2022,9.433333333333334,3,D,63,10
2020,12.833333333333334,6,D,69,13
2024,4.033333333333333,2,D,76,16
2024,10.033333333333333,3,D,76,16
2020,4.866666666666667,1,D,54,11
2019,11.233333333333333,5,A,115,36
2021,2.8,4,A,104,42
2020,7.966666666666667,4,B,127,37
2023,1.7666666666666666,2,C,80,33
2023,10.066666666666666,2,D,77,13
2020,3.466666666666667,7,A,99,27
2018,6.8,1,D,70,11
2018,6.333333333333333,1,D,82,12
2025,5.933333333333334,4,D,65,12
2021,12.733333333333333,4,A,127,36
2022,6.3,5,B,173,49
2019,10.7,2,B,173,34
2022,3.9333333333333336,2,D,67,8
2024,6.0,6,A,106,39
2025,3.9,5,B,152,43
2023,2.7333333333333334,4,C,90,31
2020,1.6,7,A,113,31
2021,11.266666666666667,2,A,116,33
2019,5.9,2,C,95,30
2021,1.6,2,C,77,23
2018,10.133333333333333,5,C,94,36
2018,4.966666666666667,1,B,171,39
2022,3.4333333333333336,1,A,123,32
2019,1.7,2,A,125,38
2023,12.8,1,B,181,40
2021,4.166666666666667,2,C,98,38
2023,6.366666666666666,1,A,141,58
2019,8.133333333333333,1,D,76,11
2022,3.2333333333333334,2,A,125,34
2022,9.366666666666667,1,B,220,46
2021,6.0,1,A,112,37
2018,11.666666666666666,3,D,58,8
2020,7.0,3,A,103,26
2020,2.466666666666667,6,A,109,22
2019,11.0,5,C,83,30
2022,10.266666666666667,7,A,136,40
2023,9.0,5,B,190,56
2020,10.9,3,B,156,41
2024,5.566666666666666,6,C,95,32
2021,6.266666666666667,3,B,161,44
2018,10.7,1,B,172,46
2024,6.1,2,B,180,47
2025,7.666666666666667,1,D,83,16
2018,1.1333333333333333,5,A,116,43
2019,6.0,5,A,128,43
2022,4.0,5,A,115,33
2022,4.633333333333333,3,C,79,26
2024,3.0,5,C,111,39
2022,2.0,2,A,98,34
2025,5.566666666666666,7,A,107,34
2022,6.9,2,A,130,43
2019,2.1666666666666665,3,A,105,31
2022,3.6333333333333333,7,B,165,35
2023,8.366666666666667,6,A,104,39
2024,8.9,3,A,145,49
2022,10.933333333333334,6,B,209,45
2024,2.5,5,B,173,47
2024,7.966666666666667,2,D,78,14
2019,6.466666666666667,6,C,73,15
2019,6.666666666666667,5,C,78,25
2019,11.066666666666666,7,C,93,29
2019,11.033333333333333,6,D,94,15
2020,10.8,7,C,95,25
2021,5.066666666666666,1,C,74,20
2021,11.066666666666666,3,C,99,28
2025,4.966666666666667,3,D,73,19
2019,6.6,3,D,60,8
2019,2.6333333333333333,3,D,64,10
2018,11.266666666666667,5,A,113,33
2022,3.8666666666666667,7,B,173,44
2023,11.966666666666667,4,B,165,45
2022,1.0666666666666667,1,A,169,51
2024,9.366666666666667,4,D,81,9
2022,6.066666666666666,5,C,100,30
2023,7.533333333333333,1,D,83,19
2020,12.166666666666666,7,D,54,6
2025,6.566666666666666,3,B,172,55
2024,4.533333333333333,3,B,183,42
2019,12.1,3,B,151,48
2018,12.266666666666667,7,B,158,22
2024,9.666666666666666,6,A,135,45
2019,3.9333333333333336,5,A,104,37
2019,4.166666666666667,6,B,173,42
2025,2.7666666666666666,1,C,113,42
2021,11.866666666666667,6,A,127,28
2025,3.8,2,B,186,55
2019,1.2333333333333334,2,A,108,38
2021,10.533333333333333,7,D,73,12
2023,5.266666666666667,2,C,113,41
2019,1.9,1,C,91,38
2024,1.1666666666666667,6,C,94,27
2024,10.4,7,C,92,32
2024,9.366666666666667,4,A,127,48
2022,11.7,2,B,175,42
2020,10.1,7,D,78,15
2023,5.866666666666667,6,D,94,15
2021,4.133333333333334,1,B,182,49
2019,5.6,7,D,75,12
2024,1.1,4,B,186,49
2022,5.0,7,B,181,43
2020,12.666666666666666,1,D,54,14
2020,3.8666666666666667,5,D,44,10
2021,7.7,4,A,120,26
2019,9.9,6,B,142,36
2018,11.0,3,B,137,25
2021,4.1,7,D,66,14
2020,2.8666666666666667,4,A,111,36
2019,3.7,5,A,121,35
2021,12.266666666666667,4,A,134,48
2024,6.933333333333334,6,D,68,10
2024,3.066666666666667,7,D,73,11
2019,7.3,3,B,155,40
2020,6.966666666666667,2,C,69,21
2020,12.366666666666667,6,C,62,23
2022,8.6,5,D,92,15
2024,10.033333333333333,3,C,108,36
2023,3.8,6,C,119,28
2021,3.6333333333333333,6,D,70,10
2020,8.666666666666666,5,B,169,43
2019,6.333333333333333,2,D,58,13
2022,8.3,3,A,115,35
2022,8.833333333333334,5,B,164,38
2020,9.566666666666666,5,D,56,13
2022,12.866666666666667,2,D,77,17
2018,8.433333333333334,2,A,111,31
2018,10.4,6,A,123,26
2018,10.2,7,D,68,9
2020,3.1333333333333333,4,D,75,17
2024,2.1,7,A,98,29
2025,7.433333333333334,1,C,127,32
2023,8.666666666666666,1,A,122,35
2019,4.966666666666667,2,A,112,41
2024,10.333333333333334,5,A,124,44
2022,6.1,6,A,121,33
2020,8.666666666666666,5,C,77,27
2022,4.266666666666667,6,A,133,34
2018,4.533333333333333,2,B,134,24
2023,8.0,1,B,189,46
2023,2.3666666666666667,7,A,95,38
2022,9.966666666666667,5,A,112,26
2025,1.0666666666666667,5,B,176,51
2022,3.2666666666666666,3,B,153,51
2024,3.8,1,D,78,11
2025,6.466666666666667,7,A,127,34
2021,12.3,5,C,105,26
2018,5.233333333333333,2,A,112,33
2021,3.9333333333333336,1,A,131,43
2018,12.833333333333334,3,B,141,41
2020,2.2,5,B,148,44
2018,1.9666666666666668,2,B,145,38
2018,7.233333333333333,7,B,169,32
2018,6.4,3,D,91,15
2023,2.5666666666666664,6,A,138,42
2018,7.433333333333334,6,C,81,18
2019,8.833333333333334,1,C,87,23
2022,1.4333333333333333,5,D,67,6
2022,6.3,5,A,116,37
2022,7.0,5,B,155,47
2022,12.4,2,C,85,19
2020,5.733333333333333,6,D,71,14
2022,1.3,1,D,68,15
2019,10.133333333333333,6,C,103,26
2021,6.033333333333333,3,D,76,11
2025,1.6333333333333333,1,A,130,49
2021,11.633333333333333,6,D,70,8
2018,4.933333333333334,7,A,129,32
2023,12.366666666666667,2,D,71,17
2020,2.7666666666666666,1,B,155,44
2024,8.366666666666667,1,A,136,39
2024,7.4,6,C,109,31
2023,7.8,2,D,89,7
2019,10.266666666666667,3,C,86,32
2022,11.0,1,B,187,48
2024,10.533333333333333,4,B,185,58
2024,2.7333333333333334,5,B,185,42
2022,6.9,2,D,92,17
2023,2.6666666666666665,2,D,65,10
2023,8.3,4,C,101,40
2024,6.366666666666666,3,C,93,32
2019,8.0,3,D,68,14
2020,1.7,3,D,68,13
2021,3.466666666666667,1,C,98,36
2021,9.3,5,A,148,48
2023,11.0,3,B,160,47
2025,7.033333333333333,3,B,178,43
2018,7.066666666666666,2,C,85,26
2019,7.3,3,D,60,13
2024,5.366666666666666,7,B,215,51
2025,3.2666666666666666,7,A,129,37
2021,12.8,6,B,177,36
2021,9.8,6,D,91,16
2020,2.8333333333333335,3,C,90,25
2023,8.8,5,B,181,46
2022,7.566666666666666,1,A,143,48
2018,10.9,7,C,95,29
2019,4.666666666666667,7,A,118,36
2018,4.3,2,D,70,14
2021,2.2666666666666666,2,D,57,13
2023,10.6,4,D,64,10
2023,12.4,3,D,74,15
2019,7.6,5,B,175,45
2022,9.5,5,C,116,28
2021,1.6333333333333333,3,C,87,23
2023,10.966666666666667,1,A,130,45
2021,10.133333333333333,2,D,86,16
2019,8.366666666666667,1,A,120,28
2024,1.3666666666666667,5,D,75,8
2025,6.0,7,A,131,44
2020,4.633333333333333,1,C,64,23
2024,4.233333333333333,1,D,85,21
2024,1.7666666666666666,3,D,65,13
2018,1.4666666666666668,1,A,122,38
2024,9.166666666666666,5,A,119,37
2018,11.566666666666666,7,A,120,37
2022,4.4,3,B,129,36
2025,3.2,5,C,95,21
2021,1.3666666666666667,2,C,74,22
2020,2.033333333333333,7,A,107,30
2024,5.2,2,B,165,52
2025,4.4,7,B,179,40
2025,8.566666666666666,1,C,108,42
2020,5.433333333333334,4,A,108,43
2018,11.133333333333333,1,B,145,38
2023,11.133333333333333,7,A,116,42
2023,2.7666666666666666,5,D,73,11
2019,8.466666666666667,4,C,86,27
2020,3.533333333333333,2,B,126,36
2022,11.766666666666666,4,A,112,32
2023,7.833333333333333,3,D,75,14
2021,9.866666666666667,1,A,136,38
2018,6.933333333333334,5,C,93,23
2021,6.5,3,D,90,20
2018,7.733333333333333,1,B,161,46
2019,12.1,3,C,87,22
2024,9.633333333333333,5,B,188,63
2020,6.6,5,D,83,18
2019,6.3,1,B,149,41
2024,6.966666666666667,7,D,75,16
2022,7.866666666666667,3,D,59,11
2024,9.433333333333334,6,D,80,7
2019,13.0,2,D,76,13
2018,6.1,1,A,127,42
2023,2.533333333333333,5,A,131,49
2023,10.566666666666666,3,B,156,39
2019,4.466666666666667,1,D,75,13
2020,11.333333333333334,3,C,73,30
2023,7.666666666666667,5,A,111,44
2023,8.1,5,C,98,30
2021,6.2,1,D,80,13
2025,4.333333333333333,5,A,134,50
2023,2.5,4,B,151,45
2021,2.066666666666667,3,C,70,23
2021,9.8,6,C,109,29
2025,1.6666666666666665,2,D,60,10
2019,4.5,2,C,91,32
2022,8.133333333333333,5,B,170,51
2022,1.5666666666666667,2,D,68,12
2021,10.633333333333333,3,A,125,38
2023,4.666666666666667,5,A,115,43
2023,7.033333333333333,7,A,113,33
2023,8.933333333333334,2,B,206,63
2020,2.3333333333333335,2,A,126,38
2023,3.5,4,D,73,18
2019,7.133333333333334,5,D,107,13
2023,9.033333333333333,6,C,116,25
2024,7.966666666666667,2,C,113,41
2024,2.9333333333333336,4,A,128,44
2018,1.4666666666666668,1,D,75,16
2021,11.5,2,D,78,15
2018,1.8,4,C,56,18
2024,2.0,4,B,178,42
2018,8.933333333333334,3,D,58,5
2018,10.533333333333333,3,D,72,19
2021,4.133333333333334,1,A,134,48
2018,8.333333333333334,6,B,174,37
2019,11.166666666666666,3,B,158,46
2018,7.533333333333333,2,C,101,29
2019,10.5,3,B,178,43
2023,10.4,5,A,105,33
2021,10.833333333333334,2,C,90,22
2019,4.1,4,A,127,40
2022,7.333333333333333,1,C,108,34
2018,4.566666666666666,3,D,62,14
2023,4.333333333333333,2,A,110,40
2025,2.3666666666666667,3,B,165,34
2018,6.333333333333333,1,B,171,34
2018,10.266666666666667,2,C,79,30
2020,12.733333333333333,3,D,45,13
2018,10.566666666666666,4,B,134,35
2023,12.166666666666666,3,A,133,46
2025,5.8,7,A,114,37
2018,3.1333333333333333,1,C,92,26
2018,4.8,3,C,90,28
2019,11.7,5,A,125,34
2023,11.366666666666667,7,D,64,13
2024,9.666666666666666,6,D,75,18
2025,2.0,6,A,132,49
2019,2.3,7,B,170,32
2019,7.066666666666666,3,A,139,47
2019,2.3666666666666667,2,B,149,47
2018,11.666666666666666,3,C,84,32
2025,7.733333333333333,3,A,131,45
2019,2.0,5,C,107,35
2022,7.433333333333334,4,B,161,53
2019,3.3,7,C,84,25
2022,1.3666666666666667,3,C,102,34
2019,4.533333333333333,3,A,97,37
2018,10.033333333333333,2,C,74,23
2019,7.566666666666666,4,C,94,31
2020,2.7333333333333334,7,D,69,15
2021,5.1,2,A,135,45
2019,9.433333333333334,6,B,168,41
2022,8.533333333333333,3,B,174,43
2024,3.466666666666667,5,B,165,50
2023,6.4,2,D,93,16
2020,6.133333333333334,5,D,77,12
2018,10.9,7,A,146,33
2018,2.6,1,B,143,44
2022,11.233333333333333,2,A,123,33
2022,6.266666666666667,4,D,86,14
2022,7.4,3,C,95,25
2025,1.6666666666666665,2,B,178,53
2019,9.833333333333334,4,C,85,18
2020,12.533333333333333,4,A,110,34
2025,2.7333333333333334,7,B,190,44
2022,1.3666666666666667,3,B,182,40
2018,12.566666666666666,2,C,90,23
2019,2.3,7,A,151,39
2022,11.6,6,C,90,22
2020,13.0,4,A,94,30
2018,2.6333333333333333,2,D,69,14
2018,12.0,6,B,170,35
2025,2.4,4,C,86,28
2022,3.3333333333333335,5,A,103,32
2023,10.666666666666666,6,D,64,14
2020,2.533333333333333,1,C,104,27
2019,12.833333333333334,4,A,132,39
2020,8.333333333333334,2,A,138,44
2025,8.1,1,B,199,52
2024,4.366666666666666,5,C,122,45
2022,7.666666666666667,4,C,88,20
2023,4.333333333333333,2,D,66,7
2020,5.5,6,D,59,12
2019,3.3666666666666667,2,A,125,30
2023,6.833333333333333,1,A,126,42
2024,10.466666666666667,2,B,191,57
2021,10.033333333333333,6,D,100,11
2019,11.133333333333333,2,D,65,15
2018,5.166666666666667,7,A,139,43
2022,12.933333333333334,4,A,122,37
2025,5.566666666666666,7,D,81,14
2023,9.3,7,B,184,41
2023,4.133333333333334,3,A,95,33
2018,8.1,6,A,116,39
2022,9.166666666666666,2,A,140,46
2023,4.4,4,B,190,48
2019,12.066666666666666,2,C,112,24
2022,11.666666666666666,1,D,96,18
2024,5.533333333333333,5,D,69,18
2019,1.0333333333333334,3,D,83,13
2019,6.833333333333333,3,D,62,10
2019,11.733333333333333,6,B,166,29
2022,7.333333333333333,1,D,83,11
2018,2.7,4,C,76,26
2019,1.8666666666666667,7,C,83,11
2020,7.666666666666667,2,D,66,17
2023,11.733333333333333,4,D,56,6
2020,7.333333333333333,6,C,104,29
2021,12.0,3,A,134,38
2025,4.266666666666667,3,D,74,16
2023,6.9,3,B,156,39
2019,5.533333333333333,5,A,112,36
2020,10.966666666666667,5,A,138,50
2022,7.366666666666666,2,B,181,47
2018,12.5,7,D,61,12
2025,6.0,6,B,179,42
2024,7.9,7,A,129,36
2022,3.7666666666666666,4,C,81,20
2021,11.033333333333333,2,A,124,35
2024,9.966666666666667,1,A,139,43
2020,7.4,1,A,128,48
2018,10.866666666666667,6,A,115,36
2018,3.1,7,C,89,23
2019,7.7,1,A,115,34
2018,6.066666666666666,7,C,97,33
2025,1.8666666666666667,1,C,99,21
2018,3.8666666666666667,2,A,117,29
2018,8.1,6,D,94,13
2019,8.466666666666667,4,A,115,40
2018,7.3,2,C,97,29
2022,4.433333333333334,4,C,73,19
2022,5.066666666666666,2,D,83,12
2020,3.3333333333333335,3,D,72,13
2020,11.366666666666667,4,B,146,38
2025,7.4,7,B,192,43
2024,2.9,3,C,98,33
2024,5.0,3,C,102,40
2019,6.1,2,B,161,44
2018,1.0,1,D,79,15
2019,3.4333333333333336,4,B,133,30
2025,1.0666666666666667,5,A,127,46
2018,3.533333333333333,6,D,68,12
2024,6.766666666666667,1,D,73,19
2021,1.5333333333333332,7,D,65,11
2023,6.066666666666666,6,C,111,35
2024,5.5,4,D,73,13
